rank,track,preprocessing,reduction,selection,model,accuracy,precision,recall,f1,roc_auc,fit_time_sec,predict_time_sec,baseline_accuracy,baseline_f1,delta_vs_baseline_accuracy,delta_vs_baseline_f1
180,binary,robust,none,filter_anova,mlp_ann,0.9456511901899071,0.8812007238380662,0.8417432311754567,0.8609944989290281,0.6634454976795627,2.801776111329673,0.0011108613349884668,0.9714779353247609,0.9267083134921892,-0.025826745134853835,-0.06571381456316105
181,binary,quantile,none,wrapper_rfe,mlp_ann,0.9454777837160139,0.8770475912566972,0.846083494178374,0.86126830545579,0.6681612841927063,2.5510559303317373,0.0016082223349560667,0.9714779353247609,0.9267083134921892,-0.026000151608747024,-0.06544000803639916
182,binary,standard,svd,filter_anova,decision_tree,0.9452177080286811,0.8999353299020646,0.8169657192978873,0.8563867634337031,0.5933947568467457,0.12847537466344264,0.0002654590013359,0.9346950992495185,0.8264764497588925,0.010522608779162557,0.029910313674810673
183,binary,robust,pca,wrapper_sfs,knn,0.9452169595115277,0.959743539800026,0.7578235368207489,0.8469006208801307,0.9422389932979444,0.0044928610004717,0.07389891700101237,0.92156452061355,0.7571076308819253,0.023652438897977746,0.0897929899982054
184,binary,standard,pca,ga_selection,decision_tree,0.9448701238814033,0.9023027944476576,0.8121914299946781,0.8546699560186831,0.8761391758371376,0.06419348600320514,0.000265541661065,0.9346950992495185,0.8264764497588925,0.0101750246318848,0.02819350625979067
185,binary,standard,pca,filter_correlation,decision_tree,0.944869398046588,0.9005283420119365,0.8143456755661916,0.8552147010018905,0.8713236851196973,0.128345403005369,0.00033616633542496666,0.9346950992495185,0.8264764497588925,0.010174298797069437,0.028738251242998003
186,binary,minmax,svd,wrapper_sfs,knn,0.9446954245142453,0.962745869551988,0.7526072782522754,0.844761684138667,0.6517597480734358,0.004412222338335867,0.0927711109980009,0.92156452061355,0.7571076308819253,0.023130903900695277,0.08765405325674169
187,binary,quantile,svd,embedded_l1,svm,0.944609866735367,0.9200936672434407,0.791329232493989,0.850612414998157,0.9742931757533189,1.2754911523370538,0.20485747233033177,0.9759997047666888,0.9386473437523838,-0.03138983803132189,-0.0880349287542268
188,binary,robust,svd,filter_correlation,decision_tree,0.944608415065736,0.8938646028301201,0.8204333908630939,0.8555484230791187,0.5944628783255965,0.12975693033755906,0.00031143066977766667,0.9346950992495185,0.8264764497588925,0.00991331581621746,0.029071973320226263
189,binary,quantile,none,filter_correlation,mlp_ann,0.9445210200174808,0.8704201513341299,0.8491267844721843,0.8596274422667123,0.6693728193042463,2.8781516529998044,0.0011308886654053665,0.9714779353247609,0.9267083134921892,-0.02695691530728006,-0.0670808712254769
190,binary,minmax,none,wrapper_sfs,knn,0.9440866078803977,0.9673708209407231,0.7456583186104804,0.8420034680340561,0.6431314438716899,0.0022833609982625997,0.07656618067024584,0.92156452061355,0.7571076308819253,0.02252208726684768,0.08489583715213078
191,binary,quantile,svd,wrapper_rfe,mlp_ann,0.9439130199478006,0.8737874298443856,0.8408842562491277,0.8569802950204671,0.9730521103340412,1.8381444306626993,0.0008238750015151999,0.9714779353247609,0.9267083134921892,-0.027564915376960264,-0.06972801847172205
192,binary,robust,pca,wrapper_sfs,decision_tree,0.9439126116657169,0.8967612354169567,0.81347251677384,0.8530034456483118,0.8700094730573666,0.05206144433759613,0.00026711133250496665,0.9346950992495185,0.8264764497588925,0.009217512416198392,0.026526995889419314
193,binary,robust,pca,filter_correlation,decision_tree,0.9438264868283889,0.8981939231736685,0.8108632527803215,0.8522489987254381,0.8557634318499211,0.12826955566803613,0.00026643066667013333,0.9346950992495185,0.8264764497588925,0.009131387578870331,0.025772548966545683
194,binary,robust,svd,wrapper_rfe,decision_tree,0.9436520369669487,0.8929808196957136,0.8160857522498448,0.8527697123977922,0.5964489675038647,0.1289145276678027,0.00030437499905623335,0.9346950992495185,0.8264764497588925,0.008956937717430113,0.02629326263889975
195,binary,standard,pca,wrapper_sfs,knn,0.9433902827866049,0.9644063435946312,0.7443358149425325,0.8396082734495796,0.940743236639305,0.003435916669938367,0.07836974999615143,0.92156452061355,0.7571076308819253,0.021825762173054875,0.08250064256765421
196,binary,robust,svd,filter_chi2,mlp_ann,0.9432164907129662,0.9403486368779311,0.764344143708661,0.8430617839275967,0.6704776031714235,0.535151555998406,0.0009100276656681,0.9714779353247609,0.9267083134921892,-0.028261444611794695,-0.08364652956459251
197,binary,minmax,none,filter_anova,mlp_ann,0.9431301390522585,0.9196356084206552,0.7843490683469442,0.8465841727780447,0.6650305104143036,0.8548344306715686,0.0007938749962098001,0.9714779353247609,0.9267083134921892,-0.02834779627250239,-0.08012414071414453
198,binary,minmax,pca,wrapper_rfe,decision_tree,0.942957050131097,0.8881477702622006,0.8178292330613436,0.8514716053895167,0.8748950312738227,0.12726576432760336,0.0003156250022584,0.9346950992495185,0.8264764497588925,0.00826195088157844,0.024995155630624266
199,binary,robust,svd,embedded_l1,decision_tree,0.9428700633649257,0.8920678680294065,0.8126186480392791,0.8503695496058769,0.5962806455896017,0.0967022500020296,0.0002734723335985334,0.9346950992495185,0.8264764497588925,0.00817496411540719,0.0238930998469844
200,binary,standard,svd,wrapper_rfe,decision_tree,0.9428698592238839,0.8998659895612922,0.8039159952024492,0.849168215185307,0.5889629931767527,0.128623027660069,0.0003302223340142,0.9346950992495185,0.8264764497588925,0.008174759974365342,0.0226917654264146
201,binary,quantile,none,filter_anova,mlp_ann,0.942782055893545,0.8635237450503768,0.8478218687981046,0.855517137528662,0.6715042325462655,3.1043393193297866,0.0026571250006478665,0.9714779353247609,0.9267083134921892,-0.028695879431215876,-0.0711911759635272
202,binary,minmax,none,filter_correlation,mlp_ann,0.9426078101731464,0.9159215107884237,0.785665331113842,0.8446957527471223,0.6625859137588029,0.8488225693290588,0.0009565696721740667,0.9714779353247609,0.9267083134921892,-0.028870125151614467,-0.08201256074506691
203,binary,standard,pca,filter_anova,decision_tree,0.9424347666166611,0.8949907348707735,0.8069553140137731,0.8486518680569736,0.8654979597528967,0.12821244433386403,0.00030615267072176667,0.9346950992495185,0.8264764497588925,0.0077396673671426,0.022175418298081118
204,binary,minmax,pca,embedded_l1,decision_tree,0.9422613374604301,0.8856155419012429,0.8169600457514782,0.8498152906897237,0.8711069366452359,0.1286619446618715,0.0002806390014787,0.9346950992495185,0.8264764497588925,0.007566238210911513,0.023338840930831273
205,binary,standard,pca,embedded_l1,decision_tree,0.9421742599649069,0.8935813388530048,0.8069604202055413,0.8480606685764984,0.863037020863052,0.12715687500409933,0.000268194329692,0.9346950992495185,0.8264764497588925,0.007479160715388344,0.02158421881760597
206,binary,standard,pca,wrapper_rfe,decision_tree,0.9421742599649069,0.8935813388530048,0.8069604202055413,0.8480606685764984,0.863037020863052,0.12692994466245486,0.00031729166706396665,0.9346950992495185,0.8264764497588925,0.007479160715388344,0.02158421881760597
207,binary,robust,pca,filter_anova,decision_tree,0.9421741011885408,0.8962434771567348,0.8039091869467584,0.8475634144236269,0.8467331047791099,0.12849969399879527,0.0002953196672023667,0.9346950992495185,0.8264764497588925,0.0074790019390222895,0.021086964664734476
208,binary,quantile,none,filter_chi2,mlp_ann,0.9421730124363177,0.903444076463772,0.7982498244037387,0.8468650830067433,0.6655629638060733,1.0091962359971756,0.0007890000027448666,0.9714779353247609,0.9267083134921892,-0.02930492288844322,-0.07984323048544584
209,binary,robust,pca,embedded_l1,decision_tree,0.9420872505163974,0.893633107035083,0.8065156141670723,0.8478064855114235,0.8570473589037637,0.12836372200399634,0.0002760833303909,0.9346950992495185,0.8264764497588925,0.007392151266878866,0.021330035752531007
210,binary,robust,pca,wrapper_rfe,decision_tree,0.9420872505163974,0.893633107035083,0.8065156141670723,0.8478064855114235,0.8570473589037637,0.12772223600283417,0.00029231966376146667,0.9346950992495185,0.8264764497588925,0.007392151266878866,0.021330035752531007
211,binary,standard,pca,wrapper_sfs,decision_tree,0.9419996059624246,0.8950039953999019,0.8043426458924091,0.8471746359594833,0.8745503102461539,0.0523721253315064,0.00026191666741693336,0.9346950992495185,0.8264764497588925,0.007304506712906056,0.02069818620059083
212,binary,standard,svd,embedded_l1,decision_tree,0.9413045057148831,0.8944713480510965,0.8013021923718034,0.8452449582676009,0.5964616687605461,0.0960618886650384,0.0002763333371451667,0.9346950992495185,0.8264764497588925,0.0066094064653645646,0.01876850850870848
213,binary,standard,none,filter_chi2,mlp_ann,0.9412168838432482,0.9028954450313963,0.7934630532984297,0.8430047258133379,0.9736701602744713,0.5813685556689355,0.0007225553320798,0.9714779353247609,0.9267083134921892,-0.030261051481512702,-0.08370358767885133
214,binary,robust,svd,wrapper_sfs,decision_tree,0.9412166570198682,0.8876574969216667,0.80869766011599,0.8463127948277506,0.6083130512259286,0.05168488900623434,0.0002690833255958333,0.9346950992495185,0.8264764497588925,0.006521557770349684,0.01983634506885812
215,binary,quantile,pca,ga_selection,svm,0.9406089745029198,0.9222827390098761,0.767816354110995,0.8378342397717838,0.9701599544974862,1.2704384440051701,0.2003646666610924,0.9759997047666888,0.9386473437523838,-0.035390730263769044,-0.10081310398059995
216,binary,minmax,svd,ga_selection,decision_tree,0.9406086342678502,0.8801777337593957,0.8139127839751815,0.8457219586126583,0.5942557935551624,0.07440587500847563,0.00026441632750593335,0.9346950992495185,0.8264764497588925,0.005913535018331695,0.019245508853765858
217,binary,minmax,pca,wrapper_sfs,decision_tree,0.9404347741471973,0.8793048350796083,0.8139110819112588,0.8453314407827556,0.8689354848266274,0.05350144466986717,0.00026613833324513333,0.9346950992495185,0.8264764497588925,0.005739674897678793,0.01885499102386312
218,binary,minmax,pca,wrapper_sfs,knn,0.9404347061001834,0.9643422280960027,0.7291261717291722,0.8303859356564699,0.9406696763110123,0.004373722331365533,0.0711409856691413,0.92156452061355,0.7571076308819253,0.01887018548663344,0.07327830477454456
219,binary,minmax,none,filter_chi2,mlp_ann,0.9403481049337579,0.9097447640473512,0.7834736401360289,0.8394661752545032,0.6694129978164577,0.6235160553381623,0.0007552363288899,0.9714779353247609,0.9267083134921892,-0.031129830391003033,-0.087242138237686
220,binary,minmax,pca,ga_selection,decision_tree,0.9399140330317444,0.8852775374279412,0.8034921812856938,0.8419845685434,0.8757471691024422,0.06512243033406163,0.0002816249955988333,0.9346950992495185,0.8264764497588925,0.005218933782225821,0.01550811878450753
221,binary,standard,svd,wrapper_sfs,decision_tree,0.9396513942402193,0.880509748900217,0.807814856294743,0.8425489222145613,0.6008298730735078,0.051926625004853066,0.00025538899838766665,0.9346950992495185,0.8264764497588925,0.004956294990700716,0.016072472455668896
222,binary,robust,svd,ga_selection,decision_tree,0.9389566795924238,0.8768519817368446,0.80827100942603,0.8411218548625343,0.5977054586248441,0.07307687499754435,0.0002618053307135333,0.9346950992495185,0.8264764497588925,0.004261580342905247,0.014645405103641873
223,binary,minmax,svd,ga_selection,knn,0.9388685133446771,0.9754583259159127,0.7126104781324502,0.8221240626280594,0.6477837020603877,0.0013775136661327335,0.0842297916678944,0.92156452061355,0.7571076308819253,0.01730399273112715,0.06501643174613403
224,binary,minmax,svd,embedded_l1,decision_tree,0.9386086191160484,0.8773672618332472,0.805652667758257,0.8399819592330035,0.5961678194431734,0.09789669433666853,0.00028293067104333334,0.9346950992495185,0.8264764497588925,0.00391351986652988,0.013505509474111
225,binary,standard,svd,wrapper_sfs,knn,0.9384337609725243,0.9582798540809616,0.7238923251668307,0.8237410549235044,0.6374609805888579,0.0021021246696666667,0.0874608333300178,0.92156452061355,0.7571076308819253,0.016869240358974302,0.06663342404157901
226,binary,quantile,pca,filter_correlation,mlp_ann,0.938174547214035,0.8489148873145004,0.8408785827027186,0.844845089105235,0.9688753511052665,1.9114144583339414,0.0010852499932904,0.9714779353247609,0.9267083134921892,-0.03330338811072586,-0.08186322438695415
227,binary,standard,pca,ga_selection,knn,0.9380869707070761,0.9643308930039028,0.7169603861642627,0.8224302176990919,0.9384113717132925,0.0021322776641075334,0.12673843067022966,0.92156452061355,0.7571076308819253,0.016522450093526153,0.06532258681716652
228,binary,quantile,pca,filter_anova,mlp_ann,0.9376528307580486,0.8497480659067609,0.8369644030351204,0.8432165216868684,0.9652997548010624,2.034464611002477,0.0008697780043196666,0.9714779353247609,0.9267083134921892,-0.03382510456671228,-0.08349179180532074
229,binary,robust,none,wrapper_rfe,knn,0.9373038629881538,0.9581976537294844,0.717817659026669,0.8206517061280132,0.649457454366079,0.0007332083381091,0.039647833327762734,0.92156452061355,0.7571076308819253,0.015739342374603837,0.06354407524608785
230,binary,standard,svd,ga_selection,decision_tree,0.937217851562516,0.8820698954269236,0.7917337563529535,0.8343079224349959,0.5916168027120455,0.07249549999930117,0.00026931933340766667,0.9346950992495185,0.8264764497588925,0.0025227523129974783,0.007831472676103401
231,binary,robust,none,wrapper_sfs,knn,0.9371301843262051,0.9565576149990905,0.7182635997744198,0.8204558059705765,0.6410141217188371,0.0022648473338145667,0.08003351400354097,0.92156452061355,0.7571076308819253,0.015565663712655109,0.0633481750886512
232,binary,standard,pca,filter_chi2,mlp_ann,0.9371294811737275,0.939829486226973,0.7321745682147505,0.8228637751074501,0.9767698310910129,0.7727982913299153,0.0007940140058052999,0.9714779353247609,0.9267083134921892,-0.03434845415103338,-0.10384453838473906
233,binary,standard,none,wrapper_sfs,knn,0.9370431975600336,0.9498382663486992,0.7234849645346614,0.8212544684198398,0.9338765817332915,0.004318042003433133,0.0759257076667078,0.92156452061355,0.7571076308819253,0.015478676946483638,0.0641468375379145
234,binary,minmax,none,wrapper_sfs,decision_tree,0.9364341314204682,0.8850320012014429,0.783912205273448,0.8313709458016266,0.5846933818662675,0.030000416333981133,0.00026047199692883334,0.9346950992495185,0.8264764497588925,0.001739032170949617,0.0048944960427341755
235,binary,minmax,pca,ga_selection,knn,0.936348414865224,0.9618457121310247,0.7100051856214179,0.8169403823543253,0.9397687852754816,0.0022668056675077333,0.1268619860008281,0.92156452061355,0.7571076308819253,0.014783894251674035,0.05983275147239997
236,binary,quantile,svd,wrapper_sfs,svm,0.9363463734548053,0.9020038460724419,0.7639146562454965,0.8265076787759695,0.9648341387735178,1.0720872216673645,0.17614166700028963,0.9759997047666888,0.9386473437523838,-0.03965333131188353,-0.11213966497641426
237,binary,robust,none,embedded_l1,decision_tree,0.936173284533644,0.8743423051025792,0.7952229873945146,0.8328518174769955,0.5822141816144332,0.32418673633461975,0.0004675276625978667,0.9346950992495185,0.8264764497588925,0.0014781852841254661,0.006375367718103098
238,binary,quantile,none,embedded_l1,decision_tree,0.9359127551995517,0.8736422711313768,0.7943526653753675,0.8320749463362311,0.6013856868338928,0.3172048613293251,0.0005778610066044667,0.9346950992495185,0.8264764497588925,0.001217655950033203,0.005598496577338685
239,binary,standard,none,wrapper_rfe,knn,0.9356519309950655,0.9615206191130277,0.7065176566437796,0.8144994883592634,0.9328304383849185,0.0007963053309746333,0.04391204200510399,0.92156452061355,0.7571076308819253,0.014087410381515508,0.057391857477338104
240,binary,robust,none,ga_selection,decision_tree,0.9356516134423337,0.884178735439562,0.7804348886793459,0.8290360639785926,0.5845011071066827,0.08988234733502996,0.00030752766178913335,0.9346950992495185,0.8264764497588925,0.0009565141928151721,0.0025596142197001903
241,binary,robust,svd,ga_selection,knn,0.9353913336139592,0.9716016580351604,0.6973957287273214,0.8119575007260696,0.6467668200551643,0.002245972000916133,0.1776416666640822,0.92156452061355,0.7571076308819253,0.013826813000409222,0.054849869844144306
242,binary,minmax,none,filter_chi2,knn,0.9352167930231668,0.9703002559550656,0.6973809775066578,0.8112947526726352,0.6336255825164445,0.0008284583309432,0.04394622232939577,0.92156452061355,0.7571076308819253,0.013652272409616861,0.054187121790709836
243,binary,minmax,none,wrapper_rfe,decision_tree,0.9351297835746575,0.8757679572520264,0.7873963301232408,0.8291202319180805,0.5840548681227578,0.0724782503287618,0.0002782500038543667,0.9346950992495185,0.8264764497588925,0.0004346843251389343,0.002643782159188035
244,binary,minmax,none,ga_selection,decision_tree,0.934782017968676,0.8786959058645999,0.7817386696441438,0.8272141457361206,0.5726951428419794,0.09071319433375413,0.0003360560028037333,0.9346950992495185,0.8264764497588925,8.69187191574472e-05,0.0007376959772281699
245,binary,robust,none,filter_chi2,knn,0.9347818591923099,0.9589415043077746,0.70390782529562,0.8116269157071235,0.6461765088059431,0.0006596666692833333,0.03869495832865743,0.92156452061355,0.7571076308819253,0.013217338578759952,0.05451928482519819
246,binary,robust,none,none,decision_tree,0.9346950992495185,0.8823030651813486,0.7773847901298447,0.8264764497588925,0.588984141644253,0.6512545000005048,0.0007979303287962667,0.9346950992495185,0.8264764497588925,0.0,0.0
247,binary,minmax,none,wrapper_rfe,knn,0.9346083166243889,0.977380049354101,0.6891367472196785,0.8080732938866153,0.6376917328048841,0.0005796806702467666,0.03508459699999847,0.92156452061355,0.7571076308819253,0.013043796010838937,0.050965663004689965
248,binary,minmax,none,embedded_l1,decision_tree,0.9346081578480231,0.8822567378736031,0.7769501964749121,0.8262063210073082,0.5755771619070464,0.6378585696656955,0.0009551246621412333,0.9346950992495185,0.8264764497588925,-8.694140149545504e-05,-0.0002701287515842754
249,binary,minmax,none,none,decision_tree,0.9346081578480231,0.8822567378736031,0.7769501964749121,0.8262063210073082,0.5755771619070464,0.6540588750018893,0.0009415553358848666,0.9346950992495185,0.8264764497588925,-8.694140149545504e-05,-0.0002701287515842754
250,binary,quantile,none,none,decision_tree,0.9346081351656851,0.8822418878768628,0.7769501964749121,0.8262077036138576,0.5760538669883026,0.6595649999993233,0.001371028003632033,0.9346950992495185,0.8264764497588925,-8.696408383346288e-05,-0.0002687461450348039
251,binary,standard,none,none,decision_tree,0.9346081351656851,0.8822418878768628,0.7769501964749121,0.8262077036138576,0.8371442194572111,0.6581003753332576,0.0010278469999320335,0.9346950992495185,0.8264764497588925,-8.696408383346288e-05,-0.0002687461450348039
252,binary,quantile,none,ga_selection,decision_tree,0.9342603695597035,0.8836518071626113,0.7730422577083639,0.8246434652783527,0.5868839174150151,0.09006368066184217,0.00031079166607616665,0.9346950992495185,0.8264764497588925,-0.000434729689815061,-0.001832984480539701
253,binary,minmax,none,filter_anova,knn,0.9341732693818422,0.9631959980201668,0.697386651053067,0.8088920766205687,0.6385434920004601,0.0015886109952892335,0.0374634443384517,0.92156452061355,0.7571076308819253,0.01260874876829221,0.05178444573864338
254,binary,minmax,none,filter_correlation,knn,0.9341732693818422,0.9631959980201668,0.697386651053067,0.8088920766205687,0.6385434920004601,0.0006404723292992333,0.04123520834158017,0.92156452061355,0.7571076308819253,0.01260874876829221,0.05178444573864338
255,binary,robust,none,filter_anova,knn,0.9339993638965135,0.9653995366647804,0.6947807911873939,0.8078274850206547,0.6463053456790777,0.0006570276649047333,0.04369891666768424,0.92156452061355,0.7571076308819253,0.012434843282963515,0.05071985413872937
256,binary,robust,none,filter_correlation,knn,0.9339993638965135,0.9653995366647804,0.6947807911873939,0.8078274850206547,0.6463053456790777,0.0005836249959732333,0.0356433750033223,0.92156452061355,0.7571076308819253,0.012434843282963515,0.05071985413872937
257,binary,quantile,none,filter_correlation,decision_tree,0.9339125812713839,0.8816036774822985,0.773474581944733,0.8239876002144833,0.5893792842158946,0.0717137920049329,0.00028373566359123336,0.9346950992495185,0.8264764497588925,-0.000782517978134667,-0.0024888495444091996
258,binary,quantile,none,wrapper_sfs,decision_tree,0.9338259801049583,0.8712922202318166,0.7852307374589094,0.8258977175819532,0.607796093406771,0.03063291633831487,0.0002718749941170667,0.9346950992495185,0.8264764497588925,-0.0008691191445602264,-0.0005787321769392673
259,binary,standard,none,filter_anova,knn,0.933651598290532,0.9641964181070327,0.6939116038775285,0.8068851203461155,0.9319287783191488,0.0005644720028309333,0.036552778003776064,0.92156452061355,0.7571076308819253,0.012087077676982028,0.04977748946419014
260,binary,standard,none,filter_chi2,knn,0.933651598290532,0.9641964181070327,0.6939116038775285,0.8068851203461155,0.9319287783191488,0.0006772633302413,0.0389194033341482,0.92156452061355,0.7571076308819253,0.012087077676982028,0.04977748946419014
261,binary,standard,none,filter_correlation,knn,0.933651598290532,0.9641964181070327,0.6939116038775285,0.8068851203461155,0.9319287783191488,0.0006944170017958999,0.049220916334888835,0.92156452061355,0.7571076308819253,0.012087077676982028,0.04977748946419014
262,binary,standard,svd,filter_chi2,knn,0.9333039914609161,0.9860465500157481,0.6760932640252904,0.8019329079843781,0.6392688607547495,0.0004802499994790333,0.04010273566624766,0.92156452061355,0.7571076308819253,0.011739470847366151,0.044825277102452765
263,binary,standard,svd,ga_selection,knn,0.9333035378141566,0.9708802216442042,0.6873626292575711,0.8036915657914251,0.6392172929442657,0.0021876250005637,0.19415141666831912,0.92156452061355,0.7571076308819253,0.01173901720060666,0.04658393490949975
264,binary,robust,pca,ga_selection,decision_tree,0.9331316283745705,0.8652895691783412,0.7878405688070688,0.8244733528843416,0.849928162935858,0.06959772233191559,0.0002770136682859333,0.9346950992495185,0.8264764497588925,-0.0015634708749480142,-0.0020030968745508027
265,binary,robust,none,filter_chi2,mlp_ann,0.9331295415994759,0.957603664549754,0.6965248393535335,0.8056393981647356,0.6715128962077351,0.5831015693305138,0.0011460693300856333,0.9714779353247609,0.9267083134921892,-0.03834839372528498,-0.12106891532745356
266,binary,standard,none,wrapper_sfs,decision_tree,0.9330430311624022,0.8761388919781812,0.7747789302641716,0.8223272663768807,0.8571445269535459,0.03130047199374527,0.0003825973350709666,0.9346950992495185,0.8264764497588925,-0.0016520680871163762,-0.004149183382011756
267,binary,standard,none,embedded_l1,decision_tree,0.9328692390887635,0.8837218455483296,0.7652178698556537,0.8201851650626705,0.829323628604515,0.3172472219982107,0.0004925696703139334,0.9346950992495185,0.8264764497588925,-0.0018258601607550329,-0.006291284696221977
268,binary,standard,none,ga_selection,decision_tree,0.9326954696974625,0.8751855057562873,0.7743375283535482,0.8214117346379176,0.8344993542053277,0.09050324999649693,0.0003589166735764333,0.9346950992495185,0.8264764497588925,-0.0019996295520560148,-0.005064715120974839
269,binary,minmax,pca,filter_chi2,knn,0.9326952882387588,0.9884952787655742,0.6713161379488768,0.7991661169099525,0.9269760063740708,0.0006440003344323,0.036935847000374104,0.92156452061355,0.7571076308819253,0.011130767625208815,0.0420584860280272
270,binary,standard,none,wrapper_rfe,decision_tree,0.9324342598932306,0.8830174872864361,0.7634636093059778,0.8184906502549062,0.8404247935118151,0.07189884733816136,0.00027551400125956665,0.9346950992495185,0.8264764497588925,-0.002260839356287958,-0.007985799503986257
271,binary,minmax,none,filter_chi2,decision_tree,0.9322603544079019,0.881997432698725,0.7634715522709504,0.8184630574293829,0.5838133708499944,0.07198338866389041,0.00028886133319846666,0.9346950992495185,0.8264764497588925,-0.002434744841616654,-0.008013392329509594
272,binary,robust,pca,filter_chi2,knn,0.9321737759238142,0.9822289295593413,0.673044867539712,0.7987308653076427,0.9253910494699621,0.0005171389978689,0.03628923633853747,0.92156452061355,0.7571076308819253,0.010609255310264243,0.04162323442571736
273,binary,robust,svd,filter_chi2,knn,0.9320869479340087,0.985303381985074,0.6704378729647571,0.797918586555428,0.6387967891657197,0.0005486250011017,0.0366618056626369,0.92156452061355,0.7571076308819253,0.010522427320458716,0.04081095567350268
274,binary,minmax,svd,filter_anova,knn,0.9319994848387396,0.9891260462689035,0.6673894764791787,0.7967803161738892,0.6441314079416102,0.00044872199456823334,0.041395888668679,0.92156452061355,0.7571076308819253,0.010434964225189636,0.03967268529196388
275,binary,minmax,svd,filter_chi2,knn,0.9319994848387396,0.9891260462689035,0.6673894764791787,0.7967803161738892,0.6441314079416102,0.0006454583344747334,0.036470944003667634,0.92156452061355,0.7571076308819253,0.010434964225189636,0.03967268529196388
276,binary,minmax,svd,filter_correlation,knn,0.9319994848387396,0.9891260462689035,0.6673894764791787,0.7967803161738892,0.6441314079416102,0.0006564996632125999,0.038927875003234136,0.92156452061355,0.7571076308819253,0.010434964225189636,0.03967268529196388
277,binary,robust,pca,ga_selection,knn,0.9319136548718056,0.9706322780958704,0.6800233296228338,0.7992258951825203,0.9343468854102234,0.002073097328927,0.14304261066718027,0.92156452061355,0.7571076308819253,0.010349134258255566,0.042118264300594954
278,binary,quantile,none,filter_anova,decision_tree,0.9318255113063968,0.8783006722727568,0.7652127636638855,0.8178394041528695,0.5851341475044178,0.07068847233313133,0.00027820833687043335,0.9346950992495185,0.8264764497588925,-0.002869587943121754,-0.008637045606022964
279,binary,quantile,none,filter_chi2,decision_tree,0.9318255113063968,0.8783006722727568,0.7652127636638855,0.8178394041528695,0.5851341475044178,0.07306491633062247,0.00030562499887303333,0.9346950992495185,0.8264764497588925,-0.002869587943121754,-0.008637045606022964
280,binary,minmax,none,filter_anova,decision_tree,0.9317387286812675,0.8813405756692285,0.7613076616705418,0.8169131581285202,0.5814982144221096,0.07208213899866674,0.0003065000006851,0.9346950992495185,0.8264764497588925,-0.0029563705682510433,-0.009563291630372284
281,binary,robust,none,wrapper_sfs,decision_tree,0.9317385699049016,0.8718486646831437,0.7721679642067304,0.8189739685467702,0.5963610331030226,0.0304255280013118,0.0002783330031282333,0.9346950992495185,0.8264764497588925,-0.002956529344616987,-0.0075024812121222695
282,binary,robust,none,filter_anova,decision_tree,0.9316517645974342,0.8809072634730755,0.7613076616705418,0.8167264178588596,0.5824087672216262,0.0712573609926039,0.00029527767522566665,0.9346950992495185,0.8264764497588925,-0.003043334652084395,-0.009750031900032874
283,binary,standard,none,filter_anova,decision_tree,0.9315648005136007,0.8804705498726721,0.7613076616705418,0.816536129233984,0.8434829075099977,0.0709487776572738,0.00028336100998176665,0.9346950992495185,0.8264764497588925,-0.003130298735917858,-0.009940320524908453
284,binary,standard,none,filter_chi2,decision_tree,0.9313909177106098,0.8803686137928671,0.7604384743606764,0.8159851978818846,0.8428545511459857,0.07118529200185243,0.0003052359970751666,0.9346950992495185,0.8264764497588925,-0.003304181538908768,-0.010491251877007834
285,binary,quantile,pca,wrapper_sfs,svm,0.931215810061368,0.9105627367444867,0.7252352536018508,0.8058370815941389,0.9567747238442306,1.224306222332719,0.2076837640003456,0.9759997047666888,0.9386473437523838,-0.04478389470532085,-0.13281026215824487
286,binary,minmax,none,filter_correlation,decision_tree,0.9311301388707998,0.8817952831666046,0.7573980208400707,0.8147686804530858,0.5810965542606232,0.0725917363306507,0.00033055534004226665,0.9346950992495185,0.8264764497588925,-0.0035649603787187845,-0.011707769305806637
287,binary,quantile,none,wrapper_rfe,decision_tree,0.931129753271054,0.8747431969765986,0.7656490593827409,0.8165086802194507,0.5925167060469808,0.07199284733602927,0.0002879439998650667,0.9346950992495185,0.8264764497588925,-0.0035653459784645847,-0.009967769539441784
288,binary,robust,none,filter_correlation,decision_tree,0.9310431747869664,0.881350382894513,0.7573980208400707,0.8145803584025559,0.5781038378312896,0.07124206933561554,0.00030502800170020003,0.9346950992495185,0.8264764497588925,-0.0036519244625521363,-0.011896091356336513
289,binary,standard,none,filter_correlation,decision_tree,0.930956210703133,0.8809229954446877,0.7573980208400707,0.81439147477816,0.8395435077322846,0.07246436100103887,0.00027943066864579997,0.9346950992495185,0.8264764497588925,-0.003738888546385599,-0.012084974980732466
290,binary,minmax,svd,none,knn,0.9308689290665678,0.9914796433628235,0.6600042211185283,0.7920028551093484,0.6422963650490812,0.0006630280016300333,0.038405583332253905,0.92156452061355,0.7571076308819253,0.009304408453017832,0.03489522422742308
291,binary,minmax,pca,filter_anova,knn,0.9306953864986468,0.9876398543121413,0.6617431630928997,0.7923913432155999,0.9285829668674538,0.0005449030043867334,0.04013547232898413,0.92156452061355,0.7571076308819253,0.009130865885096817,0.035283712333674555
292,binary,minmax,pca,filter_correlation,knn,0.9306953864986468,0.9876398543121413,0.6617431630928997,0.7923913432155999,0.9285829668674538,0.0006248193337038333,0.038070096993275564,0.92156452061355,0.7571076308819253,0.009130865885096817,0.035283712333674555
